"","plz","note","subregion_ID"
"4222","37697","37697 LauenfÃ¶rde",42
"4223","37691","37691 Boffzen, Derental",32
"4224","37691","37691 Boffzen, Derental",42
"4225","29664","29664 Walsrode, Ostenholz",32
"4226","63639","63639 FlÃ¶rsbachtal",124
"4227","63639","63639 FlÃ¶rsbachtal",91
"4228","88271","88271 Wilhelmsdorf",112
"4229","24848","24848 Kropp u.a.",12
"4230","74746","74746 HÃ¶pfingen",112
"4231","88518","88518 Herbertingen",112
"4232","31555","31555 Suthfeld",32
"4233","72584","72584 HÃ¼lben",113
"4234","25560","25560 Schenefeld",12
"4235","71579","71579 Spiegelberg",112
"4236","24872","24872 GroÃ Rheide",12
"4237","88048","88048 Friedrichshafen",112
"4238","74736","74736 Hardheim",112
"4239","21683","21683 Stade",32
"4240","37699","37699 FÃ¼rstenberg",32
"4241","37699","37699 FÃ¼rstenberg",42
"4242","74259","74259 Widdern",112
"4243","73207","73207 Plochingen",112
"4244","73249","73249 Wernau (Neckar)",112
"4245","88521","88521 Ertingen",112
"4246","73230","73230 Kirchheim unter Teck",112
"4247","24806","24806 Hohn",12
"4248","34639","34639 Schwarzenborn",91
"4249","71543","71543 WÃ¼stenrot, Beilstein-Stocksberg",112
"4250","97843","97843 NeuhÃ¼tten",124
"4251","72534","72534 Hayingen",113
"4252","25376","25376 Borsfleth",12
"4253","97859","97859 Wiesthal",124
"4254","25348","25348 GlÃ¼ckstadt",12
"4255","24939","24939 Flensburg",12
"4256","97900","97900 KÃ¼lsheim",112
"4257","88348","88348 Bad Saulgau, Allmannsweiler",112
"4258","29693","29693 Hodenhagen u.a.",32
"4259","34385","34385 Bad Karlshafen",32
"4260","34385","34385 Bad Karlshafen",42
"4261","34385","34385 Bad Karlshafen",91
"4262","30890","30890 Barsinghausen",32
"4263","88377","88377 Riedhausen",112
"4264","88376","88376 KÃ¶nigseggwald",112
"4265","73265","73265 Dettingen unter Teck",112
"4266","73268","73268 Erkenbrechtsweiler",112
"4267","73268","73268 Erkenbrechtsweiler",113
"4268","31637","31637 Rodewald",32
"4269","25588","25588 Oldendorf",12
"4270","73630","73630 Remshalden",112
"4271","24937","24937 Flensburg",12
"4272","36280","36280 Oberaula",91
"4273","97840","97840 Hafenlohr, Rothenbuch",124
"4274","24850","24850 Schuby",12
"4275","25569","25569 Kremperheide",12
"4276","24817","24817 Tetenhusen",12
"4277","34130","34130 Kassel",91
"4278","72525","72525 MÃ¼nsingen",113
"4279","27419","27419 Sittensen u.a.",32
"4280","73277","73277 Owen",112
"4281","73666","73666 Baltmannsweiler",112
"4282","37619","37619 Bodenwerder, Pegestorf, Kirchbrak, Hehlen",32
"4283","37603","37603 Holzminden",32
"4284","37603","37603 Holzminden",42
"4285","74613","74613 Ãhringen",112
"4286","72582","72582 Grabenstetten",113
"4287","36367","36367 Wartenberg",91
"4288","37194","37194 Bodenfelde",32
"4289","37194","37194 Bodenfelde",42
"4290","37194","37194 Bodenfelde",91
"4291","21682","21682 Stade",32
"4292","71570","71570 Oppenweiler",112
"4293","88374","88374 HoÃkirch",112
"4294","97836","97836 Bischbrunn",124
"4295","24885","24885 Sieverstedt",12
"4296","88045","88045 Friedrichshafen",112
"4297","34314","34314 Espenau",91
"4298","34134","34134 Kassel",91
"4299","74749","74749 Rosenberg",112
"4300","73663","73663 Berglen",112
"4301","74249","74249 Jagsthausen",112
"4302","24797","24797 Breiholz u.a.",12
"4303","36154","36154 Hosenfeld",91
"4304","97906","97906 Faulbach",124
"4305","34246","34246 Vellmar",91
"4306","88094","88094 Oberteuringen",112
"4307","24805","24805 Hamdorf",12
"4308","88263","88263 Horgenzell",112
"4309","25524","25524 Itzehoe",12
"4310","34323","34323 Malsfeld",91
"4311","24800","24800 Elsdorf-WestermÃ¼hlen",12
"4312","97852","97852 Schollbrunn",124
"4313","36287","36287 Breitenbach am Herzberg",91
"4314","25377","25377 Kollmar, Pagensand",12
"4315","73650","73650 Winterbach",112
"4316","25582","25582 Hohenaspe",12
"4317","73274","73274 Notzingen",112
"4318","31863","31863 CoppenbrÃ¼gge",32
"4319","73252","73252 Lenningen",112
"4320","73252","73252 Lenningen",113
"4321","24867","24867 Dannewerk",12
"4322","27374","27374 VisselhÃ¶vede",32
"4323","73262","73262 Reichenbach an der Fils",112
"4324","88379","88379 Unterwaldhausen",112
"4325","74670","74670 Forchtenberg",112
"4326","74214","74214 SchÃ¶ntal",112
"4327","21680","21680 Stade",32
"4328","24943","24943 Flensburg, Tastrup",12
"4329","71573","71573 Allmersbach im Tal",112
"4330","73269","73269 Hochdorf",112
"4331","34593","34593 KnÃ¼llwald",91
"4332","34376","34376 Immenhausen",91
"4333","97907","97907 Hasloch",124
"4334","34119","34119 Kassel",91
"4335","74747","74747 Ravenstein",112
"4336","34121","34121 Kassel",91
"4337","36110","36110 Schlitz",91
"4338","25585","25585 LÃ¼tjenwestedt, Tackesdorf",12
"4339","74639","74639 Zweiflingen",112
"4340","36381","36381 SchlÃ¼chtern",91
"4341","36119","36119 Neuhof",91
"4342","27389","27389 Fintel, LauenbrÃ¼ck u.a.",32
"4343","24991","24991 GroÃsolt",12
"4344","24944","24944 Flensburg",12
"4345","34302","34302 Guxhagen",91
"4346","25591","25591 OttenbÃ¼ttel",12
"4347","88373","88373 Fleischwangen",112
"4348","37639","37639 Bevern",32
"4349","24890","24890 Stolk",12
"4350","71560","71560 Sulzbach an der Murr",112
"4351","71554","71554 Weissach im Tal",112
"4352","74629","74629 Pfedelbach",112
"4353","25379","25379 Herzhorn, Kamerlanderdeich",12
"4354","34277","34277 FuldabrÃ¼ck",91
"4355","97816","97816 Lohr a. Main",124
"4356","97816","97816 Lohr a. Main",91
"4357","88361","88361 Altshausen",112
"4358","73669","73669 Lichtenwald",112
"4359","31832","31832 Springe",32
"4360","34127","34127 Kassel",91
"4361","36364","36364 Bad Salzschlirf",91
"4362","25361","25361 Krempe, Grevenkop, SÃ¼derau, Muchelndorf",12
"4363","73266","73266 Bissingen an der Teck",112
"4364","73266","73266 Bissingen an der Teck",113
"4365","72587","72587 RÃ¶merstein",113
"4366","30974","30974 Wennigsen (Deister)",32
"4367","73614","73614 Schorndorf",112
"4368","34117","34117 Kassel",91
"4369","24873","24873 Havetoft",12
"4370","36137","36137 GroÃenlÃ¼der",91
"4371","97848","97848 Rechtenbach",124
"4372","73635","73635 Rudersberg",112
"4373","24879","24879 Idstedt",12
"4374","88046","88046 Friedrichshafen",112
"4375","88273","88273 Fronreute",112
"4376","29690","29690 Schwarmstedt u.a.",32
"4377","71549","71549 Auenwald",112
"4378","36103","36103 Flieden",91
"4379","36286","36286 Neuenstein (Hessen)",91
"4380","25578","25578 DÃ¤geling, Neuenbrook",12
"4381","73061","73061 Ebersbach an der Fils",112
"4382","88213","88213 Ravensburg",112
"4383","34327","34327 KÃ¶rle",91
"4384","30826","30826 Heitlingen; Horst; Meyenfeld; Osterwald; SchloÃ Ricklingen",32
"4385","34233","34233 Kassel, Fuldatal",32
"4386","34233","34233 Kassel, Fuldatal",91
"4387","97846","97846 Partenstein",124
"4388","30926","30926 Seelze",32
"4389","88370","88370 Ebenweiler",112
"4390","34123","34123 Kassel",91
"4391","97839","97839 Esselbach",124
"4392","37640","37640 Golmbach",32
"4393","71577","71577 GroÃerlach",112
"4394","74744","74744 Ahorn",112
"4395","73278","73278 Schlierbach",112
"4396","24960","24960 GlÃ¼cksburg, Munkbrarup",12
"4397","24975","24975 Husby",12
"4398","25377","25377 Kollmar, Pagensand",32
"4399","97773","97773 Aura i. Sinngrund",124
"4400","97773","97773 Aura i. Sinngrund",91
"4401","36275","36275 Kirchheim (Hessen)",91
"4402","88527","88527 Unlingen",112
"4403","24860","24860 BÃ¶klund u.a.",12
"4404","21723","21723 Hollern-Twielenfleth",32
"4405","21739","21739 Dollern",32
"4406","97892","97892 Kreuzwertheim",112
"4407","97892","97892 Kreuzwertheim",124
"4408","74535","74535 Mainhardt",112
"4409","88525","88525 DÃ¼rmentingen",112
"4410","34399","34399 Wesertal",32
"4411","34399","34399 Wesertal",91
"4412","97845","97845 Neustadt a. Main",124
"4413","97953","97953 KÃ¶nigheim",112
"4414","73235","73235 Weilheim an der Teck",112
"4415","73235","73235 Weilheim an der Teck",113
"4416","97828","97828 Marktheidenfeld",124
"4417","24999","24999 Wees",12
"4418","25358","25358 Horst",12
"4419","34125","34125 Kassel",32
"4420","34125","34125 Kassel",91
"4421","73066","73066 Uhingen",112
"4422","34320","34320 SÃ¶hrewald",91
"4423","73271","73271 Holzmaden",112
"4424","25335","25335 Elmshorn",12
"4425","34212","34212 Melsungen",91
"4426","89584","89584 Ehingen (Donau), Lauterach",112
"4427","89584","89584 Ehingen (Donau), Lauterach",113
"4428","73275","73275 Ohmden",112
"4429","24878","24878 Jagel, Lottorf",12
"4430","97778","97778 Fellen",124
"4431","97778","97778 Fellen",91
"4432","36272","36272 Niederaula",91
"4433","25575","25575 Beringstedt",12
"4434","21640","21640 Horneburg",32
"4435","21644","21644 Sauensiek",32
"4436","24837","24837 Schleswig",12
"4437","88097","88097 Eriskirch",112
"4438","24819","24819 TodenbÃ¼ttel",12
"4439","37170","37170 Uslar",32
"4440","37170","37170 Uslar",91
"4441","25587","25587 MÃ¼nsterdorf",12
"4442","88074","88074 Meckenbeuren",112
"4443","34253","34253 Lohfelden",91
"4444","97851","97851 Rothenfels",124
"4445","25371","25371 SeestermÃ¼he",12
"4446","25593","25593 Reher",12
"4447","71566","71566 AlthÃ¼tte",112
"4448","71540","71540 Murrhardt",112
"4449","37620","37620 Halle",32
"4450","31020","31020 Salzhemmendorf",32
"4451","89611","89611 Obermarchtal",112
"4452","89611","89611 Obermarchtal",113
"4453","30823","30823 Garbsen-Mitte,Altgarbsen,Havelse,Auf der Horst,Blauer See",32
"4454","30989","30989 Gehrden",32
"4455","88085","88085 Langenargen",112
"4456","24881","24881 NÃ¼bel",12
"4457","24866","24866 Busdorf",12
"4458","72537","72537 Mehrstetten",113
"4459","24986","24986 Mittelangeln",12
"4460","34355","34355 Staufenberg",32
"4461","34355","34355 Staufenberg",91
"4462","34266","34266 Niestetal",32
"4463","34266","34266 Niestetal",91
"4464","88276","88276 Berg",112
"4465","88422","88422 Bad Buchau",112
"4466","73272","73272 Neidlingen",113
"4467","37627","37627 Stadtoldendorf u.a.",32
"4468","73095","73095 Albershausen",112
"4469","73101","73101 Aichelberg",112
"4470","73101","73101 Aichelberg",113
"4471","25491","25491 Hetlingen",12
"4472","74632","74632 Neuenstein",112
"4473","88371","88371 Ebersbach-Musbach",112
"4474","73110","73110 Hattenhofen",112
"4475","25551","25551 Hohenlockstedt",12
"4476","34326","34326 Morschen",91
"4477","37643","37643 Negenborn",32
"4478","24787","24787 Fockbek",12
"4479","24884","24884 Selk, Geltdorf, Hahnekrug",12
"4480","88069","88069 Tettnang",112
"4481","88069","88069 Tettnang",121
"4482","88524","88524 Uttenweiler",112
"4483","25566","25566 LÃ¤gerdorf",12
"4484","97855","97855 Triefenstein",112
"4485","97855","97855 Triefenstein",124
"4486","73660","73660 Urbach",112
"4487","36251","36251 Bad Hersfeld, Ludwigsau",91
"4488","24811","24811 Owschlag u.a.",12
"4489","25489","25489 Haseldorf",12
"4490","21641","21641 Apensen",32
"4491","97956","97956 Werbach",112
"4492","97956","97956 Werbach",124
"4493","73119","73119 Zell unter Aichelberg",112
"4494","73655","73655 PlÃ¼derhausen",112
"4495","34260","34260 Kaufungen",91
"4496","36391","36391 Sinntal",124
"4497","36391","36391 Sinntal",91
"4498","88079","88079 Kressbronn am Bodensee",112
"4499","88079","88079 Kressbronn am Bodensee",121
"4500","97775","97775 Burgsinn",124
"4501","24791","24791 Alt Duvenstedt",12
"4502","25590","25590 Osterstedt",12
"4503","97737","97737 GemÃ¼nden a. Main",124
"4504","73642","73642 Welzheim",112
"4505","37586","37586 Dassel",32
"4506","97944","97944 Boxberg",112
"4507","37642","37642 Holenberg",32
"4508","34359","34359 Reinhardshagen",32
"4509","34359","34359 Reinhardshagen",91
"4510","73349","73349 Wiesensteig",113
"4511","88284","88284 Wolpertswende",112
"4512","21646","21646 Halvesbostel",32
"4513","25368","25368 Kiebitzreihe",12
"4514","88214","88214 Ravensburg",112
"4515","21643","21643 Beckdorf",32
"4516","97791","97791 Obersinn",124
"4517","97791","97791 Obersinn",91
"4518","24809","24809 NÃ¼bbel",12
"4519","36041","36041 Fulda",91
"4520","24977","24977 Langballig",12
"4521","24857","24857 Fahrdorf",12
"4522","88326","88326 Aulendorf",112
"4523","73117","73117 Wangen",112
"4524","25370","25370 Seester",12
"4525","34346","34346 Hann. MÃ¼nden, Gutsbezirk Reinhardswald",32
"4526","34346","34346 Hann. MÃ¼nden, Gutsbezirk Reinhardswald",91
"4527","74676","74676 Niedernhall",112
"4528","21720","21720 GrÃ¼nendeich",32
"4529","36211","36211 Alheim",91
"4530","74238","74238 Krautheim",112
"4531","73099","73099 Adelberg",112
"4532","97922","97922 Lauda-KÃ¶nigshofen",112
"4533","97922","97922 Lauda-KÃ¶nigshofen",124
"4534","25436","25436 Uetersen",12
"4535","25597","25597 Westermoor",12
"4536","37632","37632 Holzen, Eschershausen, Eimen",32
"4537","97788","97788 Neuendorf",124
"4538","74679","74679 WeiÃbach",112
"4539","73087","73087 Bad Boll",112
"4540","73087","73087 Bad Boll",113
"4541","74545","74545 Michelfeld",112
"4542","24816","24816 Hamweddel",12
"4543","97849","97849 Roden",124
"4544","30900","30900 Wedemark",32
"4545","97794","97794 Rieneck",124
"4546","72589","72589 Westerheim",113
"4547","89601","89601 Schelklingen",113
"4548","24594","24594 Hohenwestedt",12
"4549","34286","34286 Spangenberg",91
"4550","30827","30827 Berenbostel, Stelingen",32
"4551","89150","89150 Laichingen",113
"4552","88212","88212 Ravensburg",112
"4553","37633","37633 Dielmissen",32
"4554","21258","21258 Heidenau",32
"4555","97785","97785 Mittelsinn",124
"4556","97941","97941 Tauberbischofsheim",112
"4557","73667","73667 Kaisersbach",112
"4558","24882","24882 Schaalby, Geelbek",12
"4559","73344","73344 Gruibingen",113
"4560","29699","29699 Bomlitz",32
"4561","74523","74523 SchwÃ¤bisch Hall",112
"4562","73035","73035 GÃ¶ppingen",112
"4563","97837","97837 Erlenbach b. Marktheidenfeld",124
"4564","37635","37635 LÃ¼erdissen",32
"4565","74638","74638 Waldenburg",112
"4566","89617","89617 Untermarchtal",112
"4567","89617","89617 Untermarchtal",113
"4568","24966","24966 SÃ¶rup",12
"4569","74420","74420 Oberrot",112
"4570","24891","24891 Struxdorf, Schnarup-Thumby",12
"4571","88427","88427 Bad Schussenried",112
"4572","21614","21614 Buxtehude",32
"4573","89597","89597 Munderkingen",112
"4574","97854","97854 Steinfeld",124
"4575","97842","97842 Karbach",124
"4576","88149","88149 Nonnenhorn",112
"4577","88149","88149 Nonnenhorn",121
"4578","36166","36166 Haunetal",91
"4579","21255","21255 Tostedt, Kakenstorf u.a.",32
"4580","24813","24813 SchÃ¼lp bei Rendsburg",12
"4581","30419","30419 Hannover",32
"4582","88250","88250 Weingarten",112
"4583","36151","36151 Burghaun",91
"4584","24768","24768 Rendsburg",12
"4585","29643","29643 Neuenkirchen",32
"4586","74653","74653 KÃ¼nzelsau, Ingelfingen",112
"4587","36148","36148 Kalbach",124
"4588","36148","36148 Kalbach",91
"4589","24894","24894 Tolk, Twedt",12
"4590","88255","88255 Baienfurt",112
"4591","21635","21635 Jork",12
"4592","21635","21635 Jork",32
"4593","73104","73104 BÃ¶rtlingen",112
"4594","24808","24808 Jevenstedt",12
"4595","30952","30952 Ronnenberg",32
"4596","89607","89607 Emerkingen",112
"4597","21649","21649 Regesbostel",32
"4598","89604","89604 Allmendingen",112
"4599","89604","89604 Allmendingen",113
"4600","72535","72535 Heroldstatt",113
"4601","73547","73547 Lorch",112
"4602","88142","88142 Wasserburg (Bodensee)",112
"4603","88142","88142 Wasserburg (Bodensee)",121
"4604","97753","97753 Karlstadt",124
"4605","36088","36088 HÃ¼nfeld",91
"4606","73098","73098 Rechberghausen",112
"4607","73105","73105 DÃ¼rnau",112
"4608","73105","73105 DÃ¼rnau",113
"4609","25336","25336 Elmshorn",12
"4610","74635","74635 Kupferzell",112
"4611","97799","97799 Zeitlofs",124
"4612","97799","97799 Zeitlofs",91
"4613","34298","34298 Helsa",91
"4614","37235","37235 Hessisch Lichtenau",91
"4615","73092","73092 Heiningen",112
"4616","73092","73092 Heiningen",113
"4617","29640","29640 Schneverdingen, Heimbuch",32
"4618","97277","97277 Neubrunn",112
"4619","97277","97277 Neubrunn",124
"4620","73033","73033 GÃ¶ppingen",112
"4621","24357","24357 Fleckeby u.a.",12
"4622","31008","31008 Elze",32
"4623","30855","30855 Langenhagen",32
"4624","24784","24784 WesterrÃ¶nfeld",12
"4625","73347","73347 MÃ¼hlhausen im TÃ¤le",113
"4626","88287","88287 GrÃ¼nkraut",112
"4627","73345","73345 Hohenstadt/Drackenstein",113
"4628","34329","34329 Nieste",32
"4629","34329","34329 Nieste",91
"4630","31089","31089 Duingen",32
"4631","30455","30455 Hannover",32
"4632","37127","37127 Dransfeld u.a.",32
"4633","24782","24782 BÃ¼delsdorf, Rickert",12
"4634","88131","88131 Lindau (Bodensee)",112
"4635","88131","88131 Lindau (Bodensee)",121
"4636","97264","97264 Helmstadt",112
"4637","97264","97264 Helmstadt",124
"4638","97959","97959 Assamstadt",112
"4639","73553","73553 Alfdorf, Schillinghof",112
"4640","25492","25492 Heist",12
"4641","25548","25548 Kellinghusen",12
"4642","73108","73108 Gammelshausen",112
"4643","73108","73108 Gammelshausen",113
"4644","89613","89613 Oberstadion",112
"4645","36039","36039 Fulda",91
"4646","31036","31036 Eime",32
"4647","37216","37216 Witzenhausen, Gutsbezirk",32
"4648","37216","37216 Witzenhausen, Gutsbezirk",91
"4649","30453","30453 Hannover",32
"4650","97292","97292 Ãttingen, Holzkirchen",112
"4651","97292","97292 Ãttingen, Holzkirchen",124
"4652","73037","73037 GÃ¶ppingen",112
"4653","22880","22880 Wedel",12
"4654","22880","22880 Wedel",32
"4655","25364","25364 Brande-HÃ¶rnerkirchen",12
"4656","74538","74538 Rosengarten",112
"4657","24989","24989 Dollerup",12
"4658","88281","88281 Schlier",112
"4659","29683","29683 Bad Fallingbostel, Osterheide",32
"4660","25488","25488 Holm",12
"4661","88448","88448 Attenweiler",112
"4662","73102","73102 Birenbach",112
"4663","25365","25365 Klein Offenseth-Sparrieshoop",12
"4664","97857","97857 Urspringen",124
"4665","97280","97280 Remlingen",124
"4666","36124","36124 Eichenzell",91
"4667","88285","88285 Bodnegg",112
"4668","37139","37139 Adelebsen",32
"4669","37139","37139 Adelebsen",91
"4670","74427","74427 Fichtenberg",112
"4671","73116","73116 WÃ¤schenbeuren",112
"4672","73342","73342 Bad Ditzenbach",113
"4673","36043","36043 Fulda",91
"4674","24893","24893 Taarstedt",12
"4675","88339","88339 Bad Waldsee",112
"4676","24358","24358 Ascheffel",12
"4677","25581","25581 Hennstedt",12
"4678","24401","24401 BÃ¶el",12
"4679","36199","36199 Rotenburg an der Fulda",91
"4680","88099","88099 Neukirch",112
"4681","73107","73107 Eschenbach",113
"4682","29614","29614 Soltau",32
"4683","89616","89616 Rottenacker",112
"4684","25337","25337 Elmshorn",12
"4685","73107","73107 Eschenbach",112
"4686","74677","74677 DÃ¶rzbach",112
"4687","36037","36037 Fulda",91
"4688","24405","24405 Mohrkirch, RÃ¼gge",12
"4689","24783","24783 OsterrÃ¶nfeld",12
"4690","21279","21279 Hollenstedt, Drestedt u.a.",32
"4691","24794","24794 Borgstedt",12
"4692","30966","30966 Hemmingen",32
"4693","30457","30457 Hannover",32
"4694","89619","89619 Unterstadion",112
"4695","24864","24864 Brodersby, Goltoft",12
"4696","88400","88400 Biberach an der RiÃ",112
"4697","97834","97834 Birkenfeld",124
"4698","24354","24354 Kosel, Rieseby u.a.",12
"4699","74417","74417 Gschwend",112
"4700","21647","21647 Moisburg",32
"4701","30669","30669 Langenhagen (Flughafen)",32
"4702","24361","24361 GroÃ Wittensee",12
"4703","89143","89143 Blaubeuren",113
"4704","97782","97782 GrÃ¤fendorf",124
"4705","21259","21259 Otter",32
"4706","73054","73054 Eislingen/Fils",112
"4707","30167","30167 Hannover",32
"4708","88147","88147 Achberg",112
"4709","88147","88147 Achberg",121
"4710","24888","24888 Steinfeld",12
"4711","88289","88289 Waldburg",112
"4712","25563","25563 Wrist",12
"4713","31171","31171 Nordstemmen",32
"4714","73114","73114 Schlat",112
"4715","73114","73114 Schlat",113
"4716","88456","88456 Ingoldingen",112
"4717","73326","73326 Deggingen",113
"4718","74547","74547 UntermÃ¼nkheim",112
"4719","31073","31073 GrÃ¼nenplan, Delligsen",32
"4720","30982","30982 Pattensen",32
"4721","24392","24392 SÃ¼derbrarup",12
"4722","25355","25355 Barmstedt",12
"4723","24972","24972 Steinberg, Steinbergkirche",12
"4724","97950","97950 GroÃrinderfeld",112
"4725","97950","97950 GroÃrinderfeld",124
"4726","25482","25482 Appen",12
"4727","97980","97980 Bad Mergentheim",112
"4728","36282","36282 Hauneck",91
"4729","89188","89188 Merklingen",113
"4730","97797","97797 Wartmannsroth",124
"4731","37186","37186 Moringen",32
"4732","30459","30459 Hannover",32
"4733","30451","30451 Hannover",32
"4734","36100","36100 Petersberg",91
"4735","30165","30165 Hannover",32
"4736","88368","88368 Bergatreute",112
"4737","36093","36093 KÃ¼nzell",91
"4738","97225","97225 Zellingen",124
"4739","24996","24996 Sterup",12
"4740","37217","37217 Witzenhausen",32
"4741","37217","37217 Witzenhausen",91
"4742","30449","30449 Hannover",32
"4743","74405","74405 Gaildorf",112
"4744","24613","24613 Aukrug, Wiedenborstel",12
"4745","88441","88441 Mittelbiberach",112
"4746","24790","24790 Schacht-Audorf",12
"4747","88138","88138 Sigmarszell",112
"4748","88138","88138 Sigmarszell",121
"4749","36179","36179 Bebra",91
"4750","36132","36132 Eiterfeld",71
"4751","36132","36132 Eiterfeld",91
"4752","30851","30851 Langenhagen",32
"4753","24793","24793 Bargstedt, Brammer, OldenbÃ¼ttel",12
"4754","97947","97947 GrÃ¼nsfeld",112
"4755","88279","88279 Amtzell",112
"4756","97237","97237 Altertheim",112
"4757","97237","97237 Altertheim",124
"4758","88433","88433 Schemmerhofen",112
"4759","73079","73079 SÃ¼Ãen",112
"4760","73079","73079 SÃ¼Ãen",113
"4761","30179","30179 Hannover",32
"4762","24897","24897 Ulsnis",12
"4763","73529","73529 Stadt SchwÃ¤bisch GmÃ¼nd",112
"4764","73529","73529 Stadt SchwÃ¤bisch GmÃ¼nd",113
"4765","30169","30169 Hannover",32
"4766","73337","73337 Bad Ãberkingen",113
"4767","89180","89180 BerghÃ¼len",113
"4768","30853","30853 Langenhagen",32
"4769","73527","73527 SchwÃ¤bisch GmÃ¼nd, TÃ¤ferrot",112
"4770","24802","24802 Emkendorf",12
"4771","24367","24367 Osterby",12
"4772","89191","89191 Nellingen",113
"4773","30159","30159 Hannover",32
"4774","73084","73084 Salach",112
"4775","97259","97259 GreuÃenheim",124
"4776","73113","73113 Ottenbach",112
"4777","25579","25579 Fitzbek",12
"4778","88447","88447 Warthausen",112
"4779","29308","29308 Winsen (Aller)",32
"4780","21629","21629 Neu Wulmstorf",12
"4781","21629","21629 Neu Wulmstorf",32
"4782","29323","29323 Wietze",32
"4783","31028","31028 Gronau (Leine)",32
"4784","88239","88239 Wangen im AllgÃ¤u",112
"4785","88239","88239 Wangen im AllgÃ¤u",121
"4786","37124","37124 Rosdorf",32
"4787","37124","37124 Rosdorf",91
"4788","97769","97769 Bad BrÃ¼ckenau",124
"4789","97769","97769 Bad BrÃ¼ckenau",91
"4790","88267","88267 Vogt",112
"4791","73312","73312 Geislingen an der Steige",113
"4792","22559","22559 Hamburg",12
"4793","74673","74673 Mulfingen",112
"4794","36277","36277 Schenklengsfeld",91
"4795","37181","37181 Hardegsen",32
"4796","88364","88364 Wolfegg",112
"4797","37247","37247 GroÃalmerode",91
"4798","97786","97786 Motten",124
"4799","97786","97786 Motten",91
"4800","30161","30161 Hannover",32
"4801","74544","74544 Michelbach an der Bilz",112
"4802","74542","74542 Braunsbach",112
"4803","30163","30163 Hannover",32
"4804","97780","97780 GÃ¶ssenheim",124
"4805","97783","97783 Karsbach",124
"4806","73565","73565 Spraitbach",112
"4807","97267","97267 Himmelstadt",124
"4808","31061","31061 Alfeld (Leine)",32
"4809","36157","36157 Ebersburg",124
"4810","36157","36157 Ebersburg",91
"4811","30519","30519 Hannover",32
"4812","73333","73333 Gingen an der Fils",113
"4813","30173","30173 Hannover",32
"4814","25373","25373 Ellerhoop",12
"4815","89605","89605 Altheim",113
"4816","97772","97772 Wildflecken",124
"4817","97772","97772 Wildflecken",91
"4818","24340","24340 EckernfÃ¶rde",12
"4819","89605","89605 Altheim",112
"4820","30171","30171 Hannover",32
"4821","97274","97274 Leinach",124
"4822","30175","30175 Hannover",32
"4823","25497","25497 Prisdorf",12
"4824","97297","97297 WaldbÃ¼ttelbrunn",124
"4825","97789","97789 Oberleichtersbach",124
"4826","88454","88454 Hochdorf",112
"4827","21261","21261 Welle",32
"4828","24576","24576 Bad Bramstedt",12
"4829","73557","73557 Mutlangen",112
"4830","30177","30177 Hannover",32
"4831","97295","97295 Waldbrunn, Irtenberger Wald",124
"4832","73568","73568 Durlangen, Weggen-ZiegelhÃ¼tte, LeinhÃ¤usle",112
"4833","88436","88436 Eberhardzell",112
"4834","89608","89608 Griesingen",112
"4835","37574","37574 Einbeck, Kreiensen",32
"4836","24616","24616 Brokstedt",12
"4837","73072","73072 Donzdorf",112
"4838","73072","73072 Donzdorf",113
"4839","89155","89155 Erbach",112
"4840","89155","89155 Erbach",113
"4841","97776","97776 EuÃenheim",124
"4842","22587","22587 Hamburg",12
"4843","22587","22587 Hamburg",32
"4844","73329","73329 Kuchen",113
"4845","24796","24796 Bredenbek",12
"4846","73525","73525 Stadt SchwÃ¤bisch GmÃ¼nd",112
"4847","30657","30657 Hannover",32
"4848","73577","73577 Ruppertshofen",112
"4849","30880","30880 Laatzen",32
"4850","21129","21129 Hamburg",12
"4851","21129","21129 Hamburg",32
"4852","25421","25421 Pinneberg",12
"4853","88471","88471 Laupheim",112
"4854","36145","36145 Hofbieber",71
"4855","36145","36145 Hofbieber",91
"4856","36160","36160 Dipperz",91
"4857","25495","25495 Kummerfeld",12
"4858","31157","31157 Sarstedt",32
"4859","30916","30916 Isernhagen",32
"4860","21244","21244 Buchholz in der Nordheide",32
"4861","24402","24402 Esgrus",12
"4862","97795","97795 Schondra",124
"4863","37284","37284 Waldkappel",91
"4864","24622","24622 Gnutz",12
"4865","30625","30625 Hannover",32
"4866","22589","22589 Hamburg",12
"4867","89614","89614 Ãpfingen",112
"4868","30655","30655 Hannover",32
"4869","97762","97762 Hammelburg",124
"4870","24814","24814 Sehestedt",12
"4871","30938","30938 Burgwedel",32
"4872","24395","24395 Gelting",12
"4873","30559","30559 Hannover",32
"4874","97265","97265 Hettstadt",124
"4875","73550","73550 Waldstetten",112
"4876","24632","24632 LentfÃ¶hrden",12
"4877","21256","21256 Handeloh",32
"4878","22869","22869 Schenefeld",12
"4879","30659","30659 Hannover",32
"4880","25485","25485 Hemdingen",12
"4881","36219","36219 Cornberg",91
"4882","97957","97957 Wittighausen",112
"4883","97957","97957 Wittighausen",124
"4884","36167","36167 NÃ¼sttal",71
"4885","36167","36167 NÃ¼sttal",91
"4886","37218","37218 Witzenhausen",32
"4887","37218","37218 Witzenhausen",91
"4888","25494","25494 Borstel-Hohenraden",12
"4889","30521","30521 Hannover",32
"4890","88145","88145 Hergatz",112
"4891","88145","88145 Hergatz",121
"4892","74429","74429 Sulzbach-Laufen",112
"4893","97270","97270 Kist, Irtenberger Wald",112
